date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:39	96/96	---M-Z	200	added ('OK')	text/plain	etag:%2281-54bf1dddb78f4-gzip%22	https://nusaresearch.net/robots.txt		(from )
12:06:40	50546/50546	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:40%20GMT	https://nusaresearch.net/public/	D:/HTTrack/NusaResearch/nusaresearch.net/public/index.html	(from )
12:06:40	732/732	---M--	200	added ('OK')	image/png	etag:%222dc-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-57x57.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-57x57e5ed.png	(from https://nusaresearch.net/public/)
12:06:40	846/846	---M--	200	added ('OK')	image/png	etag:%2234e-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-60x60.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-60x60e5ed.png	(from https://nusaresearch.net/public/)
12:06:41	991/991	---M--	200	added ('OK')	image/png	etag:%223df-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-72x72.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-72x72e5ed.png	(from https://nusaresearch.net/public/)
12:06:41	1017/1017	---M--	200	added ('OK')	image/png	etag:%223f9-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-76x76.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-76x76e5ed.png	(from https://nusaresearch.net/public/)
12:06:41	1458/1458	---M--	200	added ('OK')	image/png	etag:%225b2-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-114x114.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-114x114e5ed.png	(from https://nusaresearch.net/public/)
12:06:41	1547/1547	---M--	200	added ('OK')	image/png	etag:%2260b-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-120x120.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-120x120e5ed.png	(from https://nusaresearch.net/public/)
12:06:41	1851/1851	---M--	200	added ('OK')	image/png	etag:%2273b-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-144x144.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-144x144e5ed.png	(from https://nusaresearch.net/public/)
12:06:42	1947/1947	---M--	200	added ('OK')	image/png	etag:%2279b-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-152x152.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-152x152e5ed.png	(from https://nusaresearch.net/public/)
12:06:42	2356/2356	---M--	200	added ('OK')	image/png	etag:%22934-54bf1ddafc569%22	https://nusaresearch.net/apple-touch-icon-180x180.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/apple-touch-icon-180x180e5ed.png	(from https://nusaresearch.net/public/)
12:06:42	521/521	---M--	200	added ('OK')	image/png	etag:%22209-54bf1ddbb3eec%22	https://nusaresearch.net/favicon-32x32.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/favicon-32x32e5ed.png	(from https://nusaresearch.net/public/)
12:06:42	3430/3430	---M--	200	added ('OK')	image/png	etag:%22d66-54bf1ddbb3eec%22	https://nusaresearch.net/favicon-194x194.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/favicon-194x194e5ed.png	(from https://nusaresearch.net/public/)
12:06:43	1716/1716	---M--	200	added ('OK')	image/png	etag:%226b4-54bf1ddbb3eec%22	https://nusaresearch.net/favicon-96x96.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/favicon-96x96e5ed.png	(from https://nusaresearch.net/public/)
12:06:43	2078/2078	---M--	200	added ('OK')	image/png	etag:%2281e-54bf1ddafc569%22	https://nusaresearch.net/android-chrome-192x192.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/android-chrome-192x192e5ed.png	(from https://nusaresearch.net/public/)
12:06:43	327/327	---M--	200	added ('OK')	image/png	etag:%22147-54bf1ddbb3eec%22	https://nusaresearch.net/favicon-16x16.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/favicon-16x16e5ed.png	(from https://nusaresearch.net/public/)
12:06:43	2624/2624	---M--	200	added ('OK')	image/png	etag:%22a40-54bf1ddc07ead%22	https://nusaresearch.net/mstile-144x144.png?v=699WgXW3jQ	D:/HTTrack/NusaResearch/nusaresearch.net/mstile-144x144e5ed.png	(from https://nusaresearch.net/public/)
12:06:43	242/242	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f2-54bf1ddb979cb-gzip%22	https://nusaresearch.net/application/templates/mobile/default/common/js/detect_android.js	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/mobile/default/common/js/detect_android.js	(from https://nusaresearch.net/public/)
12:06:44	14567/14567	---M-Z	200	added ('OK')	text/css	etag:%2238e7-566425fcdfb95-gzip%22	https://nusaresearch.net/public/css/popupApp.css?v=20170616	D:/HTTrack/NusaResearch/nusaresearch.net/public/css/popupApp4a61.css	(from https://nusaresearch.net/public/)
12:06:44	1125/1125	---M-Z	200	added ('OK')	application/x-javascript	etag:%22pub1490877064;gz%22	https://nusaresearch.net/min/b=public&f=js/slidebar.js	D:/HTTrack/NusaResearch/nusaresearch.net/min/b=public&f=js/slidebar.js	(from https://nusaresearch.net/public/)
12:06:44	1459/1459	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b3-576d2995c5cae-gzip%22	https://nusaresearch.net/public/js/popupapp.js	D:/HTTrack/NusaResearch/nusaresearch.net/public/js/popupapp.js	(from https://nusaresearch.net/public/)
12:06:45	3121/3121	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec1-c31%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.js	D:/HTTrack/NusaResearch/cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.js	(from https://nusaresearch.net/public/)
12:06:45	4024/4024	---M-Z	200	added ('OK')	application/x-javascript	etag:%220c9bc09a7de9816c6151e93c96c4d65a%22	http://connect.facebook.net/en_US/fbds.js	D:/HTTrack/NusaResearch/connect.facebook.net/en_US/fbds.js	(from https://nusaresearch.net/public/)
12:06:46	49389/49389	---MC-	200	added ('OK')	text/javascript	date:Tue,%2013%20Jul%202021%2018:24:06%20GMT	http://www.google-analytics.com/analytics.js	D:/HTTrack/NusaResearch/www.google-analytics.com/analytics.js	(from https://nusaresearch.net/public/)
12:06:46	55567/55567	---MC-	200	added ('OK')	application/javascript	date:Mon,%2002%20Aug%202021%2005:06:46%20GMT	https://apis.google.com/js/platform.js	D:/HTTrack/NusaResearch/apis.google.com/js/platform.js	(from https://nusaresearch.net/public/)
12:06:46	100785/100785	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2002%20Aug%202021%2005:06:47%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/HTTrack/NusaResearch/connect.facebook.net/en_US/fbevents.js	(from https://nusaresearch.net/public/)
12:06:47	7744/7744	---M--	200	added ('OK')	image/png	etag:%221e40-54bf1ddb5a16a%22	https://nusaresearch.net/application/templates/default/default/images/logo.png	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/logo.png	(from https://nusaresearch.net/public/)
12:06:47	13282/13282	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:47%20GMT	https://nusaresearch.net/public/index/register-popup	D:/HTTrack/NusaResearch/nusaresearch.net/public/index/register-popup.html	(from https://nusaresearch.net/public/)
12:06:47	11259/11259	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:48%20GMT	https://nusaresearch.net/public/index/login-popup-new	D:/HTTrack/NusaResearch/nusaresearch.net/public/index/login-popup-new.html	(from https://nusaresearch.net/public/)
12:06:47	1475/1475	---M--	200	added ('OK')	image/gif	etag:%225c3-54bf1ddb562ea%22	https://nusaresearch.net/application/templates/default/default/images/common/facebook_icon.gif	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/common/facebook_icon.gif	(from https://nusaresearch.net/public/)
12:06:48	21000/21000	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:48%20GMT	https://nusaresearch.net/public/news/index/company-info	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/index/company-info.html	(from https://nusaresearch.net/public/)
12:06:48	30819/30819	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:49%20GMT	https://nusaresearch.net/public/news/index/bonus	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/index/bonus.html	(from https://nusaresearch.net/public/)
12:06:49	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2002%20Aug%202021%2005:06:49%20GMT	https://nusaresearch.net/public/index/resultqquestion	D:/HTTrack/NusaResearch/nusaresearch.net/public/index/resultqquestion	(from https://nusaresearch.net/public/)
12:06:49	50974/50974	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:49%20GMT	https://nusaresearch.net/public/index/index/redirect/_public_index_resultqquestion	D:/HTTrack/NusaResearch/nusaresearch.net/public/index/index/redirect/_public_index_resultqquestion.html	(from https://nusaresearch.net/public/)
12:06:49	31321/31321	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:50%20GMT	https://nusaresearch.net/public/news/index/report	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/index/report.html	(from https://nusaresearch.net/public/)
12:06:49	26390/26390	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:50%20GMT	https://nusaresearch.net/public/king-survey/	D:/HTTrack/NusaResearch/nusaresearch.net/public/king-survey/index.html	(from https://nusaresearch.net/public/)
12:06:50	35435/35435	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:50%20GMT	https://nusaresearch.net/public/faq/faq	D:/HTTrack/NusaResearch/nusaresearch.net/public/faq/faq.html	(from https://nusaresearch.net/public/)
12:06:50	19608/19608	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:50%20GMT	https://nusaresearch.net/public/news/index/contact	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/index/contact.html	(from https://nusaresearch.net/public/)
12:06:50	1256/1256	---M--	200	added ('OK')	image/png	etag:%224e8-54bf1ddb5728a%22	https://nusaresearch.net/application/templates/default/default/images/common/search_icon.png	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/common/search_icon.png	(from https://nusaresearch.net/public/)
12:06:50	1240/1240	---M--	200	added ('OK')	image/png	etag:%224d8-54bf1ddb562ea%22	https://nusaresearch.net/application/templates/default/default/images/common/close_btn02.png	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/common/close_btn02.png	(from https://nusaresearch.net/public/)
12:06:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:51%20GMT	http://nusaresearch.net/userfiles/upload/images/banner/YFQR_38f830ac6b05e11fd83169539ea4593ad5da4992.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/YFQR_38f830ac6b05e11fd83169539ea4593ad5da4992.25.delayed	(from https://nusaresearch.net/public/)
12:06:51	332/332	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:51%20GMT	https://nusaresearch.net/userfiles/upload/images/banner/YFQR_38f830ac6b05e11fd83169539ea4593ad5da4992.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/YFQR_38f830ac6b05e11fd83169539ea4593ad5da4992.png	(from https://nusaresearch.net/public/)
12:06:51	124631/124631	---M--	200	added ('OK')	image/png	etag:%22677c6aa76e371dbba4078b4252bb6be0%22	https://storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/YFQR_38f830ac6b05e11fd83169539ea4593ad5da4992.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/YFQR_38f830ac6b05e11fd83169539ea4593ad5da4992.png	(from https://nusaresearch.net/public/)
12:06:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:52%20GMT	http://nusaresearch.net/userfiles/upload/images/banner/sB3v_c521b5a1e02e13416696ad912c7e3d3aeacead6e.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/sB3v_c521b5a1e02e13416696ad912c7e3d3aeacead6e.png	(from https://nusaresearch.net/public/)
12:06:53	38525/38525	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:52%20GMT	https://nusaresearch.net/public/news/1010-Bonus_Poin_Untuk_Anggota_Yang_Aktif.nsrs	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/1010-Bonus_Poin_Untuk_Anggota_Yang_Aktif.html	(from https://nusaresearch.net/public/)
12:06:53	332/332	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:53%20GMT	https://nusaresearch.net/userfiles/upload/images/banner/sB3v_c521b5a1e02e13416696ad912c7e3d3aeacead6e.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/sB3v_c521b5a1e02e13416696ad912c7e3d3aeacead6e.2a.delayed	(from https://nusaresearch.net/public/)
12:06:53	122927/122927	---M--	200	added ('OK')	image/png	etag:%224560ddb4bbfffde8cd0c9f1e08d0bc37%22	https://storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/sB3v_c521b5a1e02e13416696ad912c7e3d3aeacead6e.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/sB3v_c521b5a1e02e13416696ad912c7e3d3aeacead6e.png	(from https://nusaresearch.net/public/)
12:06:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:54%20GMT	http://nusaresearch.net/userfiles/upload/images/banner/KGGz_c5a9a028443ffa6c492193404e360d9fe18ee637.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/KGGz_c5a9a028443ffa6c492193404e360d9fe18ee637.png	(from https://nusaresearch.net/public/)
12:06:54	38871/38871	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:54%20GMT	https://nusaresearch.net/public/news/966-Jadilah_SPESIAL_MEMBER_Setiap_Bulannya.nsrs	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/966-Jadilah_SPESIAL_MEMBER_Setiap_Bulannya.html	(from https://nusaresearch.net/public/)
12:06:54	332/332	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:55%20GMT	https://nusaresearch.net/userfiles/upload/images/banner/KGGz_c5a9a028443ffa6c492193404e360d9fe18ee637.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/KGGz_c5a9a028443ffa6c492193404e360d9fe18ee637.2e.delayed	(from https://nusaresearch.net/public/)
12:06:54	99181/99181	---M--	200	added ('OK')	image/png	etag:%2224b8583c27c7585e0169805adb378954%22	https://storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/KGGz_c5a9a028443ffa6c492193404e360d9fe18ee637.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/KGGz_c5a9a028443ffa6c492193404e360d9fe18ee637.png	(from https://nusaresearch.net/public/)
12:06:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:55%20GMT	http://nusaresearch.net/userfiles/upload/images/banner/qrPf_bd27f6aa1799d8282eea4bd7ae0f6e663623afd2.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/qrPf_bd27f6aa1799d8282eea4bd7ae0f6e663623afd2.png	(from https://nusaresearch.net/public/)
12:06:56	37949/37949	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:55%20GMT	https://nusaresearch.net/public/news/915-secret-lucky-box.nsrs	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/915-secret-lucky-box.html	(from https://nusaresearch.net/public/)
12:06:56	332/332	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:56%20GMT	https://nusaresearch.net/userfiles/upload/images/banner/qrPf_bd27f6aa1799d8282eea4bd7ae0f6e663623afd2.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/qrPf_bd27f6aa1799d8282eea4bd7ae0f6e663623afd2.32.delayed	(from https://nusaresearch.net/public/)
12:06:56	41721/41721	---M--	200	added ('OK')	image/png	etag:%22464b2538a14a748b565c51ef95de6648%22	https://storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/qrPf_bd27f6aa1799d8282eea4bd7ae0f6e663623afd2.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/qrPf_bd27f6aa1799d8282eea4bd7ae0f6e663623afd2.png	(from https://nusaresearch.net/public/)
12:06:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:57%20GMT	http://nusaresearch.net/userfiles/upload/images/banner/YJSI_42e5e0dc593178c5508ce0c42d27aa4292ee5b88.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/YJSI_42e5e0dc593178c5508ce0c42d27aa4292ee5b88.png	(from https://nusaresearch.net/public/)
12:06:58	38135/38135	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:57%20GMT	https://nusaresearch.net/public/news/890-untuk-para-anggota-yang-berpindah-dari-di-survey-ke-nusaresearch.nsrs	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/890-untuk-para-anggota-yang-berpindah-dari-di-survey-ke-nusaresearch.html	(from https://nusaresearch.net/public/)
12:06:58	332/332	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:58%20GMT	https://nusaresearch.net/userfiles/upload/images/banner/YJSI_42e5e0dc593178c5508ce0c42d27aa4292ee5b88.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/YJSI_42e5e0dc593178c5508ce0c42d27aa4292ee5b88.36.delayed	(from https://nusaresearch.net/public/)
12:06:58	128637/128637	---M--	200	added ('OK')	image/png	etag:%2277d8705bceadddf9fddf88b39a2daa1a%22	https://storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/YJSI_42e5e0dc593178c5508ce0c42d27aa4292ee5b88.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/YJSI_42e5e0dc593178c5508ce0c42d27aa4292ee5b88.png	(from https://nusaresearch.net/public/)
12:07:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:06:59%20GMT	http://nusaresearch.net/userfiles/image/banner/700x330_LINE.jpg	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/image/banner/700x330_LINE.jpg	(from https://nusaresearch.net/public/)
12:07:00	36970/36970	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:06:59%20GMT	https://nusaresearch.net/public/news/885-Alasan_Kenapa_Akun_Kamu_di_BLOCK.nsrs	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/885-Alasan_Kenapa_Akun_Kamu_di_BLOCK.html	(from https://nusaresearch.net/public/)
12:07:00	291/291	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:07:00%20GMT	https://nusaresearch.net/userfiles/image/banner/700x330_LINE.jpg	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/image/banner/700x330_LINE.3a.delayed	(from https://nusaresearch.net/public/)
12:07:00	144000/144000	---M--	200	added ('OK')	image/jpeg	etag:%220c090ed067910101f486b5ee40f40fef%22	https://storage.googleapis.com/nusaresearch/userfiles/image/banner/700x330_LINE.jpg	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/image/banner/700x330_LINE.jpg	(from https://nusaresearch.net/public/)
12:07:01	43591/43591	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:07:01%20GMT	https://nusaresearch.net/public/news/875-Tukar_Poin_dengan_Line_Sticker_.nsrs	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/875-Tukar_Poin_dengan_Line_Sticker_.html	(from https://nusaresearch.net/public/)
12:07:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:07:02%20GMT	http://nusaresearch.net/userfiles/image/banner/GOJEK%20AND%20PAYPAL%20BANNER.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/image/banner/GOJEK%20AND%20PAYPAL%20BANNER.png	(from https://nusaresearch.net/public/)
12:07:02	16422/16422	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:07:02%20GMT	https://nusaresearch.net/public/news/1458-Tukar_Poin_dengan_Go-Pay_Customer_dan_PayPal.nsrs	D:/HTTrack/NusaResearch/nusaresearch.net/public/news/1458-Tukar_Poin_dengan_Go-Pay_Customer_dan_PayPal.html	(from https://nusaresearch.net/public/)
12:07:02	308/308	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:07:02%20GMT	https://nusaresearch.net/userfiles/image/banner/GOJEK%20AND%20PAYPAL%20BANNER.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/image/banner/GOJEK%20AND%20PAYPAL%20BANNER.png	(from https://nusaresearch.net/public/)
12:07:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:07:03%20GMT	http://nusaresearch.net/userfiles/upload/images/banner/995654d3e1359f5a735b4dedb5a22140da2f0675.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/995654d3e1359f5a735b4dedb5a22140da2f0675.png	(from https://nusaresearch.net/public/)
12:07:02	116248/116248	---M--	200	added ('OK')	image/png	etag:%22f9a73f8ea3b7e2f25208434486884e45%22	https://storage.googleapis.com/nusaresearch/userfiles/image/banner/GOJEK%20AND%20PAYPAL%20BANNER.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/image/banner/GOJEK%20AND%20PAYPAL%20BANNER.png	(from https://nusaresearch.net/public/)
12:07:02	327/327	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:07:03%20GMT	https://nusaresearch.net/userfiles/upload/images/banner/995654d3e1359f5a735b4dedb5a22140da2f0675.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/995654d3e1359f5a735b4dedb5a22140da2f0675.png	(from https://nusaresearch.net/public/)
12:07:03	67721/67721	---M--	200	added ('OK')	image/png	etag:%227fff86f16f9de65a3fb5c75db72c175b%22	https://storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/995654d3e1359f5a735b4dedb5a22140da2f0675.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/995654d3e1359f5a735b4dedb5a22140da2f0675.png	(from https://nusaresearch.net/public/)
12:07:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:07:04%20GMT	http://nusaresearch.net/userfiles/upload/images/banner/a71465e115e78ed57fc07a31c6d8f395ca4e59a4.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/a71465e115e78ed57fc07a31c6d8f395ca4e59a4.png	(from https://nusaresearch.net/public/)
12:07:05	63668/63668	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:07:04%20GMT	https://nusaresearch.net/public/testimonial/index.php	D:/HTTrack/NusaResearch/nusaresearch.net/public/testimonial/index.html	(from https://nusaresearch.net/public/)
12:07:05	327/327	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2005:07:05%20GMT	https://nusaresearch.net/userfiles/upload/images/banner/a71465e115e78ed57fc07a31c6d8f395ca4e59a4.png	D:/HTTrack/NusaResearch/nusaresearch.net/userfiles/upload/images/banner/a71465e115e78ed57fc07a31c6d8f395ca4e59a4.png	(from https://nusaresearch.net/public/)
12:07:05	56083/56083	---M--	200	added ('OK')	image/png	etag:%227f0fd530ceb9f4497349c8776f262e56%22	https://storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/a71465e115e78ed57fc07a31c6d8f395ca4e59a4.png	D:/HTTrack/NusaResearch/storage.googleapis.com/nusaresearch/userfiles/upload/images/banner/a71465e115e78ed57fc07a31c6d8f395ca4e59a4.png	(from https://nusaresearch.net/public/)
12:07:05	3793/3793	---M--	200	added ('OK')	image/png	etag:%22ed1-54bf1ddb5728a%22	https://nusaresearch.net/application/templates/default/default/images/common/user_img.png	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/common/user_img.png	(from https://nusaresearch.net/public/)
12:07:05	27370/27370	---M--	200	added ('OK')	image/png	etag:%226aea-54bf1ddd27071%22	https://nusaresearch.net/public/images/appbanner/SP-App-Banner-IN.png	D:/HTTrack/NusaResearch/nusaresearch.net/public/images/appbanner/SP-App-Banner-IN.png	(from https://nusaresearch.net/public/)
12:07:06	48142/48142	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:07:06%20GMT	https://nusaresearch.net/public/register/acceptrule	D:/HTTrack/NusaResearch/nusaresearch.net/public/register/acceptrule.html	(from https://nusaresearch.net/public/)
12:07:06	17433/17433	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:20:43%20GMT	https://nusaresearch.net/public/mobile-app/	D:/HTTrack/NusaResearch/nusaresearch.net/public/mobile-app/index.html	(from https://nusaresearch.net/public/)
12:07:06	1516/1516	---M--	200	added ('OK')	image/gif	etag:%225ec-54bf1ddb5822a%22	https://nusaresearch.net/application/templates/default/default/images/home/icon_01.gif	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/home/icon_01.gif	(from https://nusaresearch.net/public/)
12:07:07	11366/11366	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:07:07%20GMT	https://nusaresearch.net/public/index/login-popup-new/redirect/_public_index_public-survey	D:/HTTrack/NusaResearch/nusaresearch.net/public/index/login-popup-new/redirect/_public_index_public-survey.html	(from https://nusaresearch.net/public/)
12:07:07	1564/1564	---M--	200	added ('OK')	image/gif	etag:%2261c-54bf1ddb5822a%22	https://nusaresearch.net/application/templates/default/default/images/home/icon_02.gif	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/home/icon_02.gif	(from https://nusaresearch.net/public/)
12:07:07	11366/11366	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:07:08%20GMT	https://nusaresearch.net/public/index/login-popup-new/redirect/_public_recommend_recommend	D:/HTTrack/NusaResearch/nusaresearch.net/public/index/login-popup-new/redirect/_public_recommend_recommend.html	(from https://nusaresearch.net/public/)
12:07:07	1818/1818	---M--	200	added ('OK')	image/gif	etag:%2271a-54bf1ddb5822a%22	https://nusaresearch.net/application/templates/default/default/images/home/icon_03.gif	D:/HTTrack/NusaResearch/nusaresearch.net/application/templates/default/default/images/home/icon_03.gif	(from https://nusaresearch.net/public/)
